respondent_id,survey_language,participated_2025,gender,age_group,experience_group,specialization,grade,current_industry,city,employer_preference,main_decision_source,survey_score,ready_for_followup
838,rus,Нет,Женщина,27 - 31,3 - 6,ИТ безопасность,Middle,Fintech,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Официальный сайт компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Да
839,rus,Да,Женщина,37 - 41,Менее 2 лет,AI | ML | VR/AR,Senior,Fintech,Живу за пределами Казахстана,Не вижу разницы,"Впечатление от общения с HR или ИТ-рекрутером компании, Личный бренд основателя или руководителя компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Да
840,rus,Нет,Женщина,37 - 41,Менее 2 лет,ИТ безопасность,Senior,Fintech,Алматы,Только иностранная компания (в Казахстане),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.)",5,Нет
841,rus,Нет,Женщина,32 - 36,3 - 6,HR | ИТ подбор,Middle,Телекоммуникации,Алматы,Не вижу разницы,"Впечатление от общения с HR или ИТ-рекрутером компании, Рейтинги, Личный бренд основателя или руководителя компании",5,Нет
842,rus,Нет,Женщина,37 - 41,3 - 6,Аналитика (бизнес аналитик / системный аналитик),Middle,Разработка ПО | IT Outsourcing,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании, Впечатление от общения с HR или ИТ-рекрутером компании",4,Да
843,rus,Нет,Женщина,37 - 41,Менее 2 лет,HR | ИТ подбор,Middle,Телекоммуникации,Тараз,Только иностранная компания (в Казахстане),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании, Личный бренд основателя или руководителя компании",5,Да
844,rus,Нет,Женщина,32 - 36,3 - 6,HR | ИТ подбор,C-level (CEO + CEO-1),Горнодобывающая промышленность,Астана,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Личный бренд основателя или руководителя компании",4,Да
845,rus,Нет,Мужчина,42 - 46,7 - 10,Аналитика (бизнес аналитик / системный аналитик),Middle,Телекоммуникации,Алматы,Не вижу разницы,"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",5,Нет
846,rus,Нет,Женщина,37 - 41,3 - 6,Продакт менеджмент,Senior,Телекоммуникации,Алматы,Только иностранная компания (в Казахстане),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании",4,Да
847,rus,Нет,Женщина,27 - 31,7 - 10,Аналитика (бизнес аналитик / системный аналитик),Middle,Fintech,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании",4,Нет
848,rus,Нет,Мужчина,27 - 31,3 - 6,Backend разработка,Middle,Fintech,Алматы,Не вижу разницы,"Впечатление от общения с HR или ИТ-рекрутером компании, Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",4,Нет
849,rus,Нет,Женщина,Старше 46,15 - 19,HR | ИТ подбор,Team Lead,Телекоммуникации,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Личный бренд основателя или руководителя компании, Личный опыт использования цифрового продукта или услуги компании",5,Нет
850,rus,Да,Женщина,37 - 41,15 - 19,HR | ИТ подбор,Team Lead,Fintech,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный бренд основателя или руководителя компании",5,Нет
851,rus,Да,Женщина,32 - 36,7 - 10,Маркетинг | SMM | SEO,Middle,Телекоммуникации,Алматы,Только иностранная компания (в Казахстане),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании, Впечатление от общения с HR или ИТ-рекрутером компании",5,Да
852,rus,Да,Женщина,42 - 46,7 - 10,HR | ИТ подбор,Team Lead,Телекоммуникации,Алматы,Только казахстанская компания,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",5,Нет
853,rus,Да,Женщина,37 - 41,3 - 6,HR | ИТ подбор,Senior,Fintech,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги, Личный опыт использования цифрового продукта или услуги компании",5,Нет
854,rus,Нет,Мужчина,42 - 46,Более 20 лет,DevOps | Системное администрирование,Tribe Leader,Телекоммуникации,Астана,Только казахстанская компания,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
855,rus,Нет,Женщина,42 - 46,3 - 6,HR | ИТ подбор,Team Lead,Телекоммуникации,Астана,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании",3,Да
856,rus,Нет,Мужчина,32 - 36,Менее 2 лет,HR | ИТ подбор,Junior,Телекоммуникации,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании",4,Нет
857,kaz,Нет,Женщина,27 - 31,Менее 2 лет,Data Science | Аналитик данных,Middle,Разработка ПО | IT Outsourcing,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Нет
858,rus,Да,Мужчина,32 - 36,3 - 6,QA тестирование,Team Lead,Телекоммуникации,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",4,Нет
859,rus,Да,Женщина,27 - 31,7 - 10,Проектный менеджмент,Middle,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Личный бренд основателя или руководителя компании, Личный опыт использования цифрового продукта или услуги компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Да
860,rus,Нет,Мужчина,27 - 31,7 - 10,Высший менеджмент (CEO/CIO/CTO/CMO/CPO/CISO/CTIO/CAIO/CDO),C-level (CEO + CEO-1),Другое,Караганда,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный бренд основателя или руководителя компании",5,Да
861,rus,Нет,Женщина,22 - 26,3 - 6,Frontend разработка,Middle,Fintech,Астана,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Нет
862,rus,Да,Мужчина,42 - 46,3 - 6,HR | ИТ подбор,Senior,ИТ продуктовая компания,Актау,Только казахстанская компания,Рейтинги,5,Да
863,rus,Нет,Мужчина,32 - 36,7 - 10,Проектный менеджмент,C-level,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги, Личный опыт использования цифрового продукта или услуги компании",4,Нет
864,kaz,Нет,Мужчина,32 - 36,11 - 14,AI | ML | VR/AR,Senior,ИТ продуктовая компания,Алматы,Не вижу разницы,"Личный опыт использования цифрового продукта или услуги компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании",4,Да
865,rus,Нет,Женщина,Младше 21,Менее 2 лет,HR | ИТ подбор,Junior,Другое,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",1,-
866,rus,Нет,Мужчина,27 - 31,7 - 10,Backend разработка,Senior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",3,Нет
867,rus,Нет,Женщина,22 - 26,3 - 6,Backend разработка,Senior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",5,Нет
868,rus,Нет,Мужчина,32 - 36,3 - 6,HR | ИТ подбор,Team Lead,E-commerce | Логистика,Астана,Не вижу разницы,"Рейтинги, Личный бренд основателя или руководителя компании, Личный опыт использования цифрового продукта или услуги компании",4,Да
869,rus,Нет,Мужчина,22 - 26,3 - 6,Backend разработка,Middle,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Нет
870,rus,Нет,Женщина,32 - 36,Менее 2 лет,Аналитика (бизнес аналитик / системный аналитик),Middle,Телекоммуникации,Астана,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании",4,Да
871,rus,Нет,Мужчина,27 - 31,3 - 6,Backend разработка,Middle,Fintech,Алматы,Не вижу разницы,"Рейтинги, Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",4,Нет
872,rus,Нет,Женщина,27 - 31,7 - 10,HR | ИТ подбор,Team Lead,ИТ продуктовая компания,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный бренд основателя или руководителя компании",5,Да
873,rus,Нет,Мужчина,22 - 26,3 - 6,DevOps | Системное администрирование,Junior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный бренд основателя или руководителя компании",5,Да
874,rus,Нет,Мужчина,32 - 36,Менее 2 лет,Высший менеджмент (CEO/CIO/CTO/CMO/CPO/CISO/CTIO/CAIO/CDO),C-level (CEO + CEO-1),Fintech,Алматы,Только иностранная компания (в Казахстане),"Рейтинги, Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
875,rus,Нет,Мужчина,22 - 26,3 - 6,Backend разработка,Middle,Машиностроительство / Автоиндустрия,Алматы,Не вижу разницы,"Личный опыт использования цифрового продукта или услуги компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Да
876,rus,Нет,Мужчина,22 - 26,3 - 6,Frontend разработка,Senior,ИТ продуктовая компания,Алматы,Не вижу разницы,"Впечатление от общения с HR или ИТ-рекрутером компании, Личный опыт использования цифрового продукта или услуги компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Да
877,rus,Нет,Мужчина,22 - 26,3 - 6,Продакт менеджмент,Middle,ИТ продуктовая компания,Алматы,Не вижу разницы,"Официальный сайт компании, Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Да
878,rus,Нет,Мужчина,27 - 31,3 - 6,Высший менеджмент (CEO/CIO/CTO/CMO/CPO/CISO/CTIO/CAIO/CDO),C-level,ИТ продуктовая компания,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании",3,Да
879,rus,Да,Мужчина,27 - 31,3 - 6,Web-design | UX/UI,Middle,ИТ продуктовая компания,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании, Личный опыт использования цифрового продукта или услуги компании",5,Да
880,rus,Нет,Женщина,22 - 26,Менее 2 лет,Web-design | UX/UI,Junior,ИТ продуктовая компания,Астана,Не вижу разницы,"Личный опыт использования цифрового продукта или услуги компании, Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Нет
881,rus,Нет,Мужчина,27 - 31,3 - 6,QA тестирование,Senior,ИТ продуктовая компания,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",3,Да
882,rus,Нет,Мужчина,27 - 31,7 - 10,Backend разработка,Senior,Fintech,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",4,Нет
883,rus,Нет,Мужчина,22 - 26,3 - 6,Backend разработка,Senior,E-commerce | Логистика,Каскелен,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рейтинги, Личный опыт использования цифрового продукта или услуги компании, Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.)",4,Нет
884,rus,Нет,Женщина,22 - 26,3 - 6,Frontend разработка,Middle,E-commerce | Логистика,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Официальный сайт компании",5,Нет
885,rus,Нет,Мужчина,27 - 31,7 - 10,Backend разработка,Senior,Машиностроительство / Автоиндустрия,Алматы,Только казахстанская компания,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный бренд основателя или руководителя компании",4,Да
886,rus,Нет,Мужчина,Старше 46,Более 20 лет,ИТ безопасность,C-level,Машиностроительство / Автоиндустрия,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании",3,Да
887,rus,Нет,Женщина,27 - 31,7 - 10,Frontend разработка,Team Lead,Машиностроительство / Автоиндустрия,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Нет
888,rus,Нет,Мужчина,22 - 26,3 - 6,Backend разработка,Middle,Финансовый сектор (банк / брокер / страховая компания),Астана,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Нет
889,rus,Нет,Мужчина,27 - 31,3 - 6,Маркетинг | SMM | SEO,Senior,E-commerce | Логистика,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рейтинги, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании",5,Да
890,rus,Нет,Мужчина,42 - 46,Более 20 лет,DevOps | Системное администрирование,Middle,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Нет
891,rus,Нет,Женщина,22 - 26,3 - 6,Web-design | UX/UI,Middle,ИТ продуктовая компания,Астана,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Нет
892,rus,Нет,Женщина,32 - 36,7 - 10,DBA | администратор базы данных,Senior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании, Рейтинги",5,Да
893,rus,Нет,Женщина,22 - 26,Менее 2 лет,HR | ИТ подбор,Middle,ИТ продуктовая компания,Алматы,Только казахстанская компания,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",3,Да
894,rus,Нет,Женщина,27 - 31,Менее 2 лет,Проектный менеджмент,Senior,E-commerce | Логистика,Алматы,Только иностранная компания (в Казахстане),"Впечатление от общения с HR или ИТ-рекрутером компании, Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
895,rus,Да,Мужчина,37 - 41,Более 20 лет,Высший менеджмент (CEO/CIO/CTO/CMO/CPO/CISO/CTIO/CAIO/CDO),C-level (CEO + CEO-1),ИТ продуктовая компания,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги",5,Да
896,rus,Нет,Женщина,37 - 41,11 - 14,HR | ИТ подбор,Senior,Разработка ПО | IT Outsourcing,Астана,Только казахстанская компания,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",5,Нет
897,rus,Нет,Женщина,37 - 41,7 - 10,HR | ИТ подбор,Middle,Телекоммуникации,Алматы,Только иностранная компания (в Казахстане),"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Впечатление от общения с HR или ИТ-рекрутером компании",5,Да
898,rus,Нет,Мужчина,32 - 36,11 - 14,Backend разработка,Senior,Fintech,Алматы,Только казахстанская компания,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный бренд основателя или руководителя компании",4,Да
899,rus,Нет,Мужчина,37 - 41,11 - 14,Продакт менеджмент,Team Lead,Нефтегазовая / Химическая промышленность / Нефтесервис,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Рекомендации и отзывы сотрудников (нынешних или бывших), Официальный сайт компании",3,Нет
900,rus,Нет,Женщина,37 - 41,11 - 14,Продакт менеджмент,Team Lead,Телекоммуникации,Астана,Только иностранная компания (в Казахстане),"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",5,Да
901,rus,Нет,Женщина,27 - 31,3 - 6,Аналитика (бизнес аналитик / системный аналитик),Senior,Fintech,Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Другое: Впечатления после собеседования",4,Да
902,rus,Да,Мужчина,27 - 31,3 - 6,Аналитика (бизнес аналитик / системный аналитик),Senior,Машиностроительство / Автоиндустрия,Алматы,Только иностранная компания (в Казахстане),"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
903,rus,Да,Мужчина,32 - 36,7 - 10,Data Science | Аналитик данных,Team Lead,Финансовый сектор (банк / брокер / страховая компания),Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании, Реклама компании на профессиональных мероприятиях и митапах",5,Нет
904,rus,Нет,Мужчина,27 - 31,3 - 6,Data Science | Аналитик данных,Middle,ИТ продуктовая компания,Алматы,Только иностранная компания (в Казахстане),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании",4,Нет
905,rus,Да,Мужчина,32 - 36,7 - 10,ИТ архитектура,Senior,Телекоммуникации,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",5,Да
906,rus,Нет,Женщина,32 - 36,11 - 14,Backend разработка,Senior,Fintech,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Да
907,rus,Да,Мужчина,27 - 31,7 - 10,Backend разработка,Senior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",3,Да
908,rus,Нет,Мужчина,Старше 46,Более 20 лет,Backend разработка,Team Lead,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",1,-
909,rus,Нет,Женщина,22 - 26,3 - 6,Проектный менеджмент,Middle,Финансовый сектор (банк / брокер / страховая компания),Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании",5,Да
910,rus,Нет,Женщина,32 - 36,Менее 2 лет,QA тестирование,Middle,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Рейтинги",4,Нет
911,rus,Нет,Женщина,27 - 31,3 - 6,Маркетинг | SMM | SEO,C-level,Машиностроительство / Автоиндустрия,Алматы,Только казахстанская компания,Рекомендации и отзывы сотрудников (нынешних или бывших),5,Да
912,rus,Нет,Женщина,Старше 46,3 - 6,Проектный менеджмент,Senior,Fintech,Алматы,Только иностранная компания (в Казахстане),"Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
913,rus,Нет,Мужчина,27 - 31,7 - 10,Высший менеджмент (CEO/CIO/CTO/CMO/CPO/CISO/CTIO/CAIO/CDO),C-level,ИТ продуктовая компания,Алматы,Не вижу разницы,"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Рейтинги, Впечатление от общения с HR или ИТ-рекрутером компании",4,Да
914,rus,Нет,Женщина,27 - 31,3 - 6,Проектный менеджмент,Middle,Fintech,Алматы,Не вижу разницы,"Рейтинги, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании",3,Да
915,rus,Нет,Мужчина,22 - 26,3 - 6,Backend разработка,Senior,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Рейтинги, Личный опыт использования цифрового продукта или услуги компании",5,Нет
916,rus,Нет,Мужчина,27 - 31,3 - 6,Аналитика (бизнес аналитик / системный аналитик),Senior,Разработка ПО | IT Outsourcing,Астана,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Рейтинги, Впечатление от общения с HR или ИТ-рекрутером компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",5,Нет
917,rus,Нет,Мужчина,Младше 21,Менее 2 лет,Аналитика (бизнес аналитик / системный аналитик),Junior,Разработка ПО | IT Outsourcing,Алматы,Не вижу разницы,"Личный опыт использования цифрового продукта или услуги компании, Рейтинги, Официальный сайт компании",5,Да
918,rus,Нет,Мужчина,37 - 41,15 - 19,Продакт менеджмент,Senior,Другое,Астана,Не вижу разницы,"Репутация компании на рынке (обсуждение в чатах, пабликах, каналах), Личный опыт использования цифрового продукта или услуги компании, Рекомендации и отзывы сотрудников (нынешних или бывших)",4,Нет
919,kaz,Нет,Мужчина,22 - 26,3 - 6,Аналитика (бизнес аналитик / системный аналитик),Senior,Fintech,Алматы,Только иностранная компания (в Казахстане),"Впечатление от общения с HR или ИТ-рекрутером компании, Личный опыт использования цифрового продукта или услуги компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
920,rus,Нет,Мужчина,27 - 31,7 - 10,Backend разработка,Senior,ИТ продуктовая компания,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Впечатление от общения с HR или ИТ-рекрутером компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
921,rus,Нет,Женщина,22 - 26,3 - 6,HR | ИТ подбор,Middle,Телекоммуникации,Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Впечатление от общения с HR или ИТ-рекрутером компании",3,Нет
922,rus,Нет,Мужчина,22 - 26,3 - 6,DevOps | Системное администрирование,Senior,Телекоммуникации,Алматы,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Впечатление от общения с HR или ИТ-рекрутером компании, Рейтинги, Рекомендации и отзывы сотрудников (нынешних или бывших)",3,Нет
923,rus,Нет,Мужчина,22 - 26,3 - 6,Web-design | UX/UI,Middle,Строительство / Инжиниринг / Сервис,Семей,Не вижу разницы,"Впечатление от общения с HR или ИТ-рекрутером компании, Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Да
924,rus,Да,Мужчина,42 - 46,Более 20 лет,ИТ архитектура,Team Lead,Финансовый сектор (банк / брокер / страховая компания),Алматы,Не вижу разницы,"Рекомендации и отзывы сотрудников (нынешних или бывших), Личный опыт использования цифрового продукта или услуги компании, Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",5,Нет
925,rus,Нет,Мужчина,37 - 41,3 - 6,Backend разработка,Middle,Нефтегазовая / Химическая промышленность / Нефтесервис,Атырау,Хочу работать только на иностранную компанию (удаленно из Казахстана),"Корпоративные профили на специализированных платформах (LinkedIn, hh.kz и пр.), Рекомендации и отзывы сотрудников (нынешних или бывших), Репутация компании на рынке (обсуждение в чатах, пабликах, каналах)",4,Да
